scenario,wacc_scenario,lcoe_usd_mwh
candu_ec6,government,97.50837406440792
ap1000,government,99.43221553084523
candu_ec6,government,99.55653634046308
ap1000,government,98.49055063803394
candu_ec6,government,107.09278643848263
ap1000,government,105.005359304027
candu_ec6,government,99.88312458130835
ap1000,government,100.2555096805414
candu_ec6,government,98.37131875893166
ap1000,government,101.20319670807598
candu_ec6,government,102.43371723954085
ap1000,government,96.89615926927145
candu_ec6,government,103.59771239207144
ap1000,government,98.51295086583524
candu_ec6,government,111.50956357085066
ap1000,government,100.31308209448736
candu_ec6,government,100.88842212929653
ap1000,government,105.88036905898407
candu_ec6,government,104.71900561764161
ap1000,government,97.5038353672742
candu_ec6,government,97.58349685123639
ap1000,government,96.57544601040517
candu_ec6,government,98.24248028296816
ap1000,government,92.94373532307138
candu_ec6,government,100.30388572872214
ap1000,government,98.92153199589113
candu_ec6,government,92.58757095120423
ap1000,government,94.50871219576878
candu_ec6,government,95.99224904376206
ap1000,government,107.81185856891452
candu_ec6,government,101.65017055862663
ap1000,government,92.08402099982939
candu_ec6,government,99.3430437646632
ap1000,government,93.12593272395783
candu_ec6,government,95.3246360335939
ap1000,government,101.97013024351492
candu_ec6,government,108.59629972728949
ap1000,government,89.4961936141899
candu_ec6,government,99.22048825208988
ap1000,government,103.88745155368832
candu_ec6,government,109.78265180214224
ap1000,government,109.31674669341996
candu_ec6,government,99.27315022817427
ap1000,government,104.15243524493134
candu_ec6,government,98.51238252872119
ap1000,government,105.2038036956264
candu_ec6,government,105.72862649540818
ap1000,government,100.64845386309402
candu_ec6,government,101.51989547661512
ap1000,government,93.96015335015242
candu_ec6,government,100.43601329072288
ap1000,government,99.47866937980248
candu_ec6,government,109.2372445092123
ap1000,government,96.42689079509731
candu_ec6,government,96.08934389370862
ap1000,government,91.91220869605291
candu_ec6,government,94.82423205326336
ap1000,government,111.71952633882047
candu_ec6,government,102.15243216775725
ap1000,government,108.58798899245328
candu_ec6,government,102.51780620963295
ap1000,government,102.21211486760905
candu_ec6,government,94.46798692684997
ap1000,government,96.02470627286132
candu_ec6,government,95.7549950186384
ap1000,government,83.44198911187057
candu_ec6,government,99.86634525971469
ap1000,government,96.65685586803063
candu_ec6,government,96.58645804195459
ap1000,government,106.23870344769537
candu_ec6,government,103.51428567136965
ap1000,government,105.4440664141512
candu_ec6,government,107.82290362348238
ap1000,government,93.5772428431459
candu_ec6,government,92.9977124411466
ap1000,government,98.95345343433738
candu_ec6,government,100.13897549304806
ap1000,government,105.98427079578323
candu_ec6,government,108.4499171799874
ap1000,government,97.87037028974257
candu_ec6,government,90.9077502101277
ap1000,government,98.39046734305741
candu_ec6,government,101.97313753817255
ap1000,government,98.98283745625679
candu_ec6,government,102.67092300612968
ap1000,government,99.53709071770477
candu_ec6,government,100.56925924789259
ap1000,government,100.44039879064363
candu_ec6,government,98.12215047081061
ap1000,government,97.20332051758598
candu_ec6,government,105.06770167269674
ap1000,government,94.05320435041841
candu_ec6,government,97.22341265576176
ap1000,government,90.63320168984434
candu_ec6,government,105.02608069859764
ap1000,government,99.93324789799908
candu_ec6,government,98.32510095634505
ap1000,government,92.76437713683889
candu_ec6,government,106.97547579517283
ap1000,government,97.95895007496122
candu_ec6,government,104.74558406717283
ap1000,government,88.8846359211737
candu_ec6,government,96.1485961161379
ap1000,government,87.24634838702359
candu_ec6,government,102.19906485307746
ap1000,government,95.24161766953112
candu_ec6,government,98.20914984190144
ap1000,government,87.56559510908717
candu_ec6,government,98.31550815671594
ap1000,government,101.36444300944322
candu_ec6,government,102.72752877875745
ap1000,government,108.39164662336157
candu_ec6,government,104.26680214908123
ap1000,government,88.57285470779124
candu_ec6,government,95.50884755882261
ap1000,government,98.83783323244336
candu_ec6,government,99.04320766567481
ap1000,government,104.01341031183146
candu_ec6,government,105.59138472290714
ap1000,government,100.43666958269569
candu_ec6,government,93.6278298149556
ap1000,government,96.72488908448852
candu_ec6,government,97.02558412346546
